word	freq_rank	proficiency	pos
kraam	2543	B2	s
kokkulepe	2545	B1	s
enamik	2549	B1	s
võit	2555	A2	s
rikas	2558	A2	adj,s
jõuluvana	2560	B1	s
peatu	2562		adj
kool	2564	A1	s
geenius	2565	B2	s
relvastatud	2566		adj
niikuinii	2567	B1	adv
elusalt	2569		adv
aastane	2571	A2	adj
silm	2573	A1	s
aadress	2577	A1	s
üldsegi	2579	B2	adv
jalgu	2580		adv,postp
piinlik	2581	B1	adj
hmm	2582		interj
kutsuma	2584	A2	v
ust	2586		interj
tükki	2590		adv
palu	2597		s
peo	2599		s
laul	2603	A1	s
usaldama	2605	B1	v
lord	2608		s
tegelema	2609	A2	v
sügavalt	2612	B1	adv
nõme	2618	B2	adj
rühm	2623	A2	s
suitsu	2626		prop
roheline	2628	A1	adj,s
vahi	2633		interj,vrm
saati	2636	B2	postp,adv
võimalikult	2637	B2	adv
ärkvel	2643	C1	adv
riik	2644	A2	s
mulje	2645	B1	s
võitlus	2646	B1	s
luke	2651		prop
samasugune	2657	A2	adj
pommi	2659		adv
üha	2665	B2	adv
närvi	2669		adv
täpsemalt	2672		adv
korralik	2674	A2	adj
küla	2677	A2	s
seks	2678	A2	s,adj
jooma	2679	A1	v
möödunud	2684	B1	adj
külma	2687		prop
niikaua	2699	B2	adv
põnev	2700	A2	adj
mõistlik	2701	B1	adj
raadio	2703	A1	s
m	2706		s
ametlikult	2707	B1	adv
kotti	2709		adv
inspektor	2711	B2	s
miljon	2727	A1	num,s
energia	2731	A2	s
teoksil	2738		adv
reis	2739	A2	s
üksteise	2741	A2	pron
hoidis	2748	B2	s
loom	2749	A1	s
seljast	2754		adv,postp
oht	2758	A2	s
goa	2760		prop
andmed	2763	A2	s
järjekordne	2764	B1	adj
direktor	2766	A1	s
veelkord	2770		adv
kasuks	2776		vrm
omanik	2780	A2	s
süsteem	2781	A2	s
istuma	2782	A1	v
õiglane	2787	B1	adj,s
missioon	2788	B2	s
kiirabi	2789	A2	s
niipalju	2791	B2	adv
vittu	2794		interj
tuul	2795	A1	s
hobune	2798	A2	s
karu	2799	A2	s
soe	2800	A1	adj,s
b	2802		s
nimekiri	2811	A2	s
mõõk	2814	B1	s
mõrv	2817	B1	s
liige	2823	A2	s
õel	2824	B2	adj
näitama	2830	A1	v
värav	2836	A2	s
valetaja	2837		s
kirjutama	2838	A1	v
proovima	2840	A2	v
laip	2842	B1	s
sugugi	2846	B2	adv
nr	2847		
tobe	2854	B2	adj,s
võitja	2856	B1	s
vangla	2865	A2	s
kuju	2869	B1	s
haigla	2870	A2	s
kasulik	2871	A2	adj
tähendama	2872	A1	v
tagumik	2874	B1	s
pariisi	2880		prop
kuri	2881	A2	adj,s
löök	2882	B1	s
vaim	2886	B1	s
õhk	2889	A1	s
kergelt	2890	B1	adv
unistus	2891	B1	s
julge	2892	A2	adj,s
ostma	2893	A1	v
video	2894	A2	s
korter	2895	A1	s
kumb	2896	B1	pron
aa	2897		interj
äärmiselt	2901	B1	adv
reegel	2902	B1	s
pakkumine	2904	B1	s
kaupa	2906	B2	postp
külaline	2908	A2	s
saatma	2909	A2	v
kohaselt	2918	B1	postp,adv
tohutu	2920	B1	adj
uuri	2922		prop
võim	2926	B1	s
vastas	2931	B1	adv,postp
pall	2934	A1	s
arm	2935	B1	s
meeldima	2936	A1	v
musi	2941	B1	s
omaenda	2942		pron
teadlik	2950	B1	adj
dna	2954		
fakt	2955	A2	s
hispaania	2956		adjg
andestust	2958		interj
raskem	2961		adj
tunnistaja	2962	B1	s
lahendus	2965	A2	s
seadus	2968	A2	s
lõbu	2969	B2	s
kole	2973	B1	adj
lapsuke	2980		s
ausus	2981	B2	s
sega	2982		
sadu	2985	B1	s
gei	2987	B2	s,adj
lind	2989	A1	s
värske	2991	A2	adj,s
koguaeg	2992		s
hoor	2998		s
sittagi	3000		adv
kohting	3001	B2	s
rõõmu	3004		prop
hale	3010	B2	adj
nurga	3011		
soov	3012	A1	s
pooleli	3015	A2	adv
lootus	3022	B1	s
tänaseks	3023	B2	adv
algul	3024	B1	adv,postp
argpüks	3025	B1	s
kleit	3026	A2	s
teooria	3028	B2	s
operatsioon	3029	B1	s
hirmul	3032		adj,adv
imeilus	3034	B2	adj
küljes	3035	B1	adv,postp
põhjal	3038	B1	postp
õnnetu	3040	A2	adj
muna	3042	A1	s
peamine	3044	A2	adj
pardal	3050		vrm
laud	3054	A1	s
teal	3055		adv
juhataja	3057	A2	s
põhimõtteliselt	3063	B1	adv
vasak	3068	B1	adj
pika	3074		s
peidus	3076	B2	adv,postp
ingel	3078	A2	s
vaatamata	3079	B1	postp,prep
tänane	3080	A2	adj,s
keri	3083		prop
foto	3087	A1	s
vihje	3090	B2	s
seoses	3091	A1	postp,prep
kilo	3094	A1	s
pardale	3096		vrm
täiskasvanud	3099	B1	adj
kontrollima	3100	A2	v
rünnak	3107	B1	s
maagia	3109	B2	s
vastavalt	3114	B2	adv,postp,prep
alal	3118		adv
omaette	3122	B1	adv,adj
muljetavaldav	3123	B2	adj
tulevikus	3124		
surnukeha	3126	B1	s
hunt	3129	A2	s
türa	3131		s
mõistma	3134	B1	v
kuritegu	3135	B1	s
seest	3136	A2	adv,postp
kartma	3139	A2	v
õlu	3140	A1	s
hulgas	3141	A2	adv,postp
salajane	3143	B1	adj
kõrgeausus	3147		s
arve	3148	A2	s
südamest	3151		adv
võrratu	3153	C1	adj
laura	3154		prop
rong	3156	A1	s
vahva	3157	B1	adj
linda	3159		prop
paluma	3166	A1	v
lend	3168	B1	s
piloot	3170	B1	s
näitleja	3172	A2	s
lugema	3176	A1	v
jooksma	3177	A1	v
kursis	3179		adv
puhkama	3180	A1	v
kogemata	3182	B1	adv
looma	3187	A2	v
kasvõi	3193	B2	adv
kontroll	3196	A2	s
kurt	3197	B1	adj,s
ilu	3200	B1	s
pettunud	3202		adj
tapmine	3204		s
juhuslikult	3205	B2	adv
poolest	3211	B1	postp
parata	3214		adv
sooja	3216		
mõistus	3218	B1	s
hullumeelsus	3220	B2	s
kahtlemata	3221	B2	adv
maitsev	3226	A2	adj
olemine	3227		s
kasti	3228		prop
külas	3231	B1	adv
tibi	3234		s
pruut	3236	B2	s
teadmata	3237	B2	adj
varas	3240	B1	s
madam	3250		s
mõttetu	3251	B1	adj
jõe	3252		prop
targem	3253		adj
sunnitud	3254		adj
lukus	3258		adj,adv
itaalia	3260		adjg
auk	3265	A2	s
karen	3267		s
nahk	3269	A2	s
tulekahju	3270	A2	s
vastupidi	3271	B1	adv
üksik	3272	B1	adj,s
vang	3277	B1	s
kuniks	3282	B2	adv
teistmoodi	3283	B1	adv,adj
hommik	3285	A1	s
tegutsema	3292	B1	v
donna	3298		s
mälestused	3299		s
magasin	3307		s
särk	3309	A2	s
järjest	3313	B1	adv
vastutav	3315		adj,s
el	3317		
peitu	3318	B2	adv,postp
elagu	3319		interj
ha	3320		
lõks	3325	B2	s
pilk	3329	B1	s
topelt	3330	B2	adv,adj
neljas	3333	A1	num
väheke	3337		adv
läki	3340		interj
super	3345		adv,adj
katse	3346	B1	s
ilm	3347	A1	s
mõnus	3348	B1	adj
lühike	3350	A1	adj
patsient	3352	A2	s
joogi	3354		s
arvamus	3356	A2	s
pikalt	3357	B1	adv
planeet	3364	B2	s
kumbki	3365	B1	pron
jõulud	3371	A2	s
sobiv	3377	B1	adj
joon	3378	A2	s
sarnane	3381	A2	adj
käigus	3382	B2	postp
briti	3383		adjg
astuma	3384	B1	v
heli	3386	B1	s
summa	3389	A2	s
järve	3391		prop
tugevam	3394		adj
neiu	3397	A2	s
pöörane	3401	B2	adj
vangis	3403		adv,postp
pluss	3408	A1	s
tehnoloogia	3410	B1	s
torm	3413	A2	s,adj
ühine	3419	B1	adj
võõras	3421	A1	adj,s
puruks	3423	B2	adv
viirus	3425	B1	s
jaapani	3431		adjg
asukoht	3435	B1	s
põlvili	3439		adv
puud	3441		s
paigas	3445		adv
esile	3448	B1	adv
nutma	3453		v
papa	3459		s
minevik	3461	A2	s
ilusti	3465	B1	adv
y	3467		s
võidu	3468	B2	postp,adv
saatan	3470	B2	s
nutikas	3473	B2	adj
tahtma	3474	A1	v
fänn	3478	B1	s
kohalik	3482	B1	adj,s
koopia	3484	A2	s
hirmunud	3487		adj
meeleldi	3492	B2	adv
sõbranna	3493	A2	s
kurjategija	3494	B1	s
jajah	3495		adv
arvama	3500	A1	v
äärde	3501	B1	postp
unenägu	3506	B1	s
trikk	3510	A2	s
and	3513	C1	s
kahtlusalune	3515		s,adj
riidesse	3518		adv
kaval	3532	B1	adj
piiratud	3533		adj
kasutu	3541	B2	adj
sõrmus	3542	B2	s
rada	3543	B1	s
vanasti	3545	B1	adv
haigus	3546	A2	s
tara	3550	B2	s
panka	3553		adv
talu	3558	A2	s
tegija	3560	A2	s,adj
test	3565	A1	s
minek	3567		s
varju	3569		vrm
kokkusattumus	3576	B2	s
suuremat	3581		adv
järelikult	3582	B1	adv
rutem	3590		adv
peatama	3594	B1	v
muutma	3597	A2	v
reede	3599	A1	s
eraldi	3600	A2	adj,adv
jordan	3609		s
paat	3611	B1	s
armastama	3613	A1	v
kõrgus	3616	A2	s,adj
kulla	3622		adjg
õpilane	3626	A1	s
leping	3628	A2	s
reetur	3630	B2	s
grupp	3631	A1	s
lollakas	3632		s,adj
huvides	3633		postp
preester	3635	B1	s
robin	3641		s
tantsima	3642	B1	v
hulka	3643	A2	adv,postp
lõhn	3644	A2	s
ehtne	3645	B2	adj
sydney	3650		prop
ülem	3652	B2	s,adj
kamp	3659	B2	s
osakond	3662	A2	s
king	3663	A2	s
noo	3664		interj
rida	3666	A2	s
city	3668		s
juhtima	3670	A2	v
kõrgemale	3672	B2	adv
valima	3678	A1	v
väljakutse	3682	B1	s
auku	3683		adv
rääkimata	3684	B2	adv,postp,prep
detektiiv	3685	B2	s
kusagile	3686	B1	adv
vampiir	3693	B2	s
kassi	3699		prop
tehing	3700	B2	s
siitkaudu	3701		adv
kuramuse	3705		adjg,adv
sinnapoole	3706	B2	adv,prep
silmist	3711		vrm
sageli	3725	A2	adv
admiral	3726	B2	s
täht	3730	A1	s
piisav	3731	B1	adj
mugav	3732	A1	adj
ooh	3733		interj
üksnes	3738	B2	adv
issake	3739		interj
lita	3745		s
telekas	3749	A2	s
edukas	3757	B1	adj
täpne	3766	A2	adj,s
vestlus	3768	B1	s
romantiline	3773	B2	adj
vapustav	3776	B2	adj
deemon	3778	B2	s
iseenda	3781		pron
õudne	3782	B1	adj
tühja	3788		adv
valvur	3792	B1	s
vastama	3794	A1	v
alustama	3796	A1	v
mrs	3801		
praktiliselt	3806	B1	adv
lööma	3808	A2	v
õpi	3809		
naerma	3811	A1	v
loomulik	3821	B1	adj
kutse	3829	B1	s
ring	3830	A2	s
lukku	3831		adv
noorem	3836		adj
inglismaa	3838		prop
silmis	3839		vrm
öösiti	3843	B1	adv
lilli	3844		prop
valitud	3849		adj
auks	3850		postp
omamoodi	3856	B2	adv,adj
üleni	3859	B2	adv
metsik	3860	B2	adj,s
puhtalt	3861	B1	adv
kõri	3862	B2	s
salaja	3864	B1	adv
julm	3869	B2	adj
ööseks	3873	B1	adv
puha	3874		adv
vahe	3876	B1	s
pooleks	3879	B2	adv
käik	3880	B1	s
mehhiko	3884		prop
se	3885		
seast	3890	B1	postp
kulul	3898	B1	postp
lõhki	3907	B2	adv
viltu	3917	B2	adv
naha	3919		
hoolikalt	3920	B2	adv
riides	3921		adv
hulk	3923	A2	s
kuld	3925	B1	s
krahv	3929	B2	s
pilves	3931	A2	adv,adj
segadus	3932	B1	s
sell	3938	B2	s
rõve	3943	C1	adj
hoolega	3949		adv
vormis	3950		vrm
õnnestunud	3953		adj
teretulnud	3956	B2	adj
mister	3958		s
peatus	3959	A1	s
üksus	3961	B2	s
äkitselt	3966	C1	adv
kergem	3969		adj
mootor	3972	A2	s
huh	3974		interj
signaal	3975	A2	s
kättemaks	3976	B2	s
nancy	3979		prop
jessas	3982		interj
kõvemini	3985		adv
sügaval	3987	B2	adv
projekt	3988	A2	s
peidetud	3989		adj
paremal	3991	A2	adv
turvaliselt	3995	B2	adv
varakult	3996	B2	adv
kaaslane	4001		s
põgenema	4002	B1	v
spioon	4004	B2	s
enamasti	4006	B1	adv
tasemel	4008		vrm
häire	4015	B1	s
vasakul	4022	A2	adv
hoiatus	4025	B1	s
armastatud	4027		adj
mingisugune	4031	B1	adj
eri	4033	A2	adj
palve	4037	A2	s
h	4038		s
tina	4040	B2	s
palav	4042	A2	adj,s
nõukogu	4044	B1	s
euroopa	4045		prop
ülejäänu	4052	B1	s
pudel	4054	A1	s
arenenud	4057		adj
viisakas	4060	A2	adj
hooaeg	4067	A2	s
luuser	4070	B2	s
abielluma	4071	A2	v
mõrd	4074		s
pääsema	4076	B1	v
niiviisi	4077	B2	adv
nähtavasti	4082	B2	adv
kompanii	4083	B1	s
kokk	4085	A2	s
saba	4087	B1	s
käitumine	4091	B1	s
hotell	4095	A2	s
uni	4096	A1	s
järgne	4103	B2	adj
ruum	4113	A1	s
lähemalt	4114	B2	adv
erinevalt	4115	B1	adv
ühendus	4118	A2	s
värv	4121	A1	s
jalutama	4122	A2	v
pesu	4123	A2	s
isu	4124	B1	s
olend	4127	B2	s
siiamaani	4129	B2	adv
lendama	4135		v
prantsusmaa	4147		prop
tegevus	4158	A2	s
müts	4171	A2	s
show	4172		s
risti	4175	B1	adv,prep
üpris	4179	B2	adv
kata	4184		s
lapsehoidja	4186	B1	s
etendus	4190	B1	s
mismoodi	4191	B2	adv
armukade	4192	B2	adj
tühiasi	4193		s
homo	4196		s
ida	4203	A2	s
tundmatu	4205	B1	adj,s
võlur	4209	B1	s
aeglasemalt	4210		adv
hukka	4211	B2	adv
võlts	4212	B2	adj,s
kuberner	4214		s
igatsema	4222	B1	v
kombel	4226	B2	vrm
klaas	4229	A1	s
vabadus	4232	B1	s
koosolek	4234	B1	s
veidike	4235	B2	adv
hädaolukord	4238	B2	s
usk	4240	A2	s
neeger	4241		s
mm	4244		
juhtunu	4245		s
saar	4246	A2	s
pulmad	4249		s
seltsimees	4252		s
tulemus	4256	A2	s
sõit	4258	A2	s
paik	4259	A2	s
programm	4260	A2	s
elevil	4264	C1	adj,adv
n	4266		s
viies	4271	A1	num
silla	4274		s
harva	4276	A1	adv
kirik	4277	A2	s
üldiselt	4282	B1	adv
lollpea	4284		s
kuuldel	4288		adv
kehv	4290	B1	adj
mamma	4295		s
näis	4297		adv,interj
ebaviisakas	4301	B1	adj
muutuma	4302	A2	v
maine	4307	B2	s
ametlik	4309	B1	adj
kuulma	4312	A1	v
vabandus	4317	A2	s
kurssi	4318		adv
kreeka	4319		adjg
ahv	4320		s
punkt	4321	B1	s
kuskilt	4328	B2	adv
pihku	4337		vrm
hiilgav	4338		adj
tiim	4339	B2	s
märke	4344		
neitsi	4345	B2	s
ameeriklane	4348	A2	s
siinkandis	4349	B2	adv
plahvatus	4350	B1	s
k	4351		s
vallandatud	4352		adj
von	4355		s
geniaalne	4357	B2	adj
nägudeni	4358		interj
vahetus	4360	B1	s
teineteise	4365	A2	pron
jep	4366		interj
väljapääs	4372	A2	s
prillid	4373	A2	s
uskumatult	4375	B2	adv
naaber	4377	A2	s
prügi	4378	B1	s
aken	4381	A1	s
võrreldes	4392		postp,prep
buss	4397	A1	s
vilets	4400	B1	adj
silmitsi	4404	B2	adv
hoolitsema	4406	A2	v
braavo	4409		interj
seade	4412	B1	s
pede	4414		s
tagurpidi	4416	B1	adv
jo	4417		adv
juhtumisi	4418	C1	adv
isekas	4420	B2	adj
nõukogude	4421		adjg
vein	4424	A1	s
kari	4433	B1	s
park	4435	A1	s
enesetapp	4437	B2	s
ajastus	4438		s
valve	4441	B1	s
kent	4443		prop
lincoln	4446		prop
kõla	4447	B2	s
tase	4452	A2	s
segadusse	4455		vrm
hall	4461	A1	adj,s
kakskümmend	4462	A1	num
senti	4468		
noa	4470		prop
victoria	4473		prop
seesama	4474		pron
legend	4475	A2	s
jood	4482	B2	s
müü	4485		s
naeratus	4488		s
jumaluke	4491		interj
vabandama	4496	A1	v
sõbralik	4498	A2	adj
valetama	4499	A2	v
enese	4501		pron
rikkus	4502	B1	s
sõjavägi	4508	B1	s
tulistama	4510	B1	v
sügav	4512	A2	adj
rock	4514		s
hunnik	4521	B2	s
loobuma	4525	B1	v
ennegi	4527		adv
needus	4532	B2	s
rott	4541	A2	s
valvel	4542		adv,interj,vrm
kogenud	4543	B1	adj
keskus	4552	A2	s
ilusam	4558		adj
vahetama	4563	A2	v
klass	4564	A1	s
kaugelt	4565	A2	adv
robot	4573	B2	s
vaade	4575	B1	s
kusagilt	4577	B1	adv
juhus	4584	B1	s
plika	4585	B2	s
olev	4588		adj,s
arv	4592	A1	s
kergesti	4600	B1	adv
rääkimine	4605		s
võrra	4606	B2	postp
hoiatama	4609	B1	v
null	4617	A1	num,s
imelikult	4618		adv
em	4620		
sulge	4630		
juut	4633	A2	s
tänav	4635	A1	s
lähemal	4636	B1	adv
lõppema	4637	A1	v
sugulane	4641	A1	s
suvi	4642	A1	s
kuss	4645		interj,adv
ots	4647	A2	s
oscar	4666		prop
viski	4670	B2	s
andestage	4671		interj
kõrgel	4672	B1	adv
seo	4680		
jaama	4681		prop
põnevil	4685		adj,adv
segamini	4686	B1	adv,adj
andekas	4689	B1	adj
suudlus	4690	B1	s
kallim	4691	B2	s
karistus	4694	B1	s
pilet	4695	A1	s
mmm	4698		interj
välk	4699	B1	s
halvim	4708		adj,s
madu	4710	B1	s
lahing	4717	B1	s
intervjuu	4718	A2	s
pehme	4721	A2	adj
selg	4723	A1	s
kiirus	4724	B1	s
lähedalt	4728	B1	adv,postp
odav	4731	A1	adj
tegelane	4732	B1	s
in	4739		adv
kiirustama	4741	B1	v
tüdruksõber	4751		s
katastroof	4755	A2	s
kasutatud	4761		adj
ettepanek	4762	A2	s
surmani	4767		adv
kere	4770	B2	s
jätkuvalt	4772	B1	adv
kade	4773	B2	adj,s
korrus	4778	A1	s
riist	4781	B2	s
kirjanik	4787	A2	s
aafrika	4788		prop
kogemus	4792	B1	s
magus	4796	A2	adj,s
sekund	4797	A2	s
täitma	4801	A2	v
diana	4802		
ausõna	4817	B2	s
udu	4819	B1	s,adj
uudishimulik	4821	B2	adj,s
ootamatult	4822	B1	adv
ekspert	4823	B1	s
haruldane	4824	B1	adj
aeg-ajalt	4827	A2	adv
washington	4829		prop
varjatud	4830		adj
pakk	4832	A2	s
avalikult	4836	B1	adv
võistlus	4839	A2	s
hulgast	4840	B1	adv,postp
saatana	4853		adv
vähk	4854	B1	s
roosa	4855	A2	adj,s
kannul	4860	C1	adv,postp
jook	4866	A2	s
ohh	4869		interj
oivaline	4871	C1	adj
missugune	4874	A1	adj
külg	4877	B1	s
india	4880		prop
võluv	4881		adj
kontor	4882	A2	s
pank	4888	A2	s
löödud	4891		adj
aeglane	4892	A1	adj
allikas	4893	B1	s
chicago	4897		prop
aegu	4901	C1	postp
põmm	4903		s
kunstnik	4906	A2	s
varustus	4908	B1	s
kohver	4913	B1	s
monsieur	4914		s
kaotus	4916	B1	s
emand	4917		s
suru	4918		s
töötaja	4931	A2	s
tervitus	4935	B1	s
väikemees	4938		s
hulga	4948	B2	adv
eksi	4949		
püstol	4951	B1	s
lõvi	4954	B1	s
ülimalt	4955	B2	adv
järjekorras	4957		
poliitika	4961	A2	s
püss	4966	B2	s
lask	4968	B2	s
teadus	4971	B1	s
tormi	4979		prop
nähtamatu	4980	B2	adj
pühendunud	4982		adj
palavik	4984	B1	s
ebatavaline	4985	B1	adj
jee	4989		interj
igasugu	4994		adj
mugavalt	4995		adv
inetu	5002	B1	adj
kama	5003	B1	s
mängija	5008	A2	s
kihlatu	5009		s
laetud	5013		adj
aluspesu	5014	B1	s
märg	5017	A2	adj,s
keskmine	5018	A1	adj,s
paiku	5023	B1	postp
saare	5027		prop
peaasi	5032	B2	s
vabatahtlikult	5041	B1	adv
lõplikult	5042	B1	adv
kiirem	5050		adj
salastatud	5058		adj
puhkus	5059	A1	s
ori	5061	B2	s
teadlane	5062	B1	s
karja	5067		prop
elav	5069		adj,s
reamees	5078		s
kirju	5087	A2	adj
müüma	5089	A1	v
paigale	5092		adv
püüdma	5094	A2	v
rämps	5104	B2	s
panga	5109		
assistent	5111	B2	s
poiss-sõber	5117		s
kaup	5119	A2	s
väärtuslik	5121	B1	adj
tiiger	5131	B1	s
seniks	5132	B2	adv
edaspidi	5137	B1	adv
söök	5144	A1	s
levi	5145	B1	s
seisus	5148	B2	s
hirmutav	5149	B2	adj
sild	5154	A1	s
ootamatu	5156	B1	adj
leppima	5158	A2	v
ülikond	5162	A2	s
kummitus	5163	B2	s
armuke	5169	B1	s
sularaha	5170	B1	s
mõrtsukas	5171	B2	s
näol	5173	B2	postp
asjata	5176	B2	adv,adj
reaalne	5177	A2	adj
tool	5179	A1	s
lühidalt	5192	B1	adv
jura	5200		s
üllatav	5202	B2	adj
vaiksemalt	5203		adv
ujuma	5204	A1	v
asemele	5210	B1	adv,postp
peavalu	5213	A2	s
tehniliselt	5215	B2	adv
ilmselge	5223	B2	adj
keskele	5224	A2	adv,postp
napilt	5227	B2	adv
puhta	5229		adv
tänama	5230	A2	v
lehm	5234	A2	s
kauboi	5235		s
house	5241		s
peremees	5244	A2	s
hommikusöök	5247	A2	s
tahe	5252	B1	s
saak	5256	B1	s
jagama	5260	A2	v
töökoht	5267	A2	s
sassi	5269	B2	adv
ülevalt	5270	B1	adv
suhtumine	5273		s
kalli	5275		s
ra	5276		
kaitsja	5279		s
müra	5280	B1	s
omapead	5281		adv
kohustus	5283	B1	s
väiksem	5285		adj
kaunitar	5286	B2	s
magas	5287		s
unustama	5290	A1	v
pettus	5291	B1	s
pitsa	5303	A2	s
moodus	5307	B2	s
muuseas	5309	B1	adv
august	5311	A1	s
venemaa	5314		prop
alfa	5316		s
õrn	5321	B1	adj
tüüpiline	5327	B1	adj
petis	5331	B2	s,adj
kunst	5338	A2	s
koordinaadid	5340		s
roll	5341	A2	s
tüütu	5348	B2	adj
posti	5352		prop
cm	5359		
stiil	5361	B1	s
vastane	5364	B1	s,adj
lootusetu	5368	B1	adj
valitseja	5373	B2	s
sinusugune	5375		adj,s
munn	5379		s,adj
ravim	5385	B1	s
haav	5389	B1	s
õli	5391	A2	s
jõgi	5393	A1	s
normaalselt	5399		adv
pesema	5401	A1	v
baar	5407	A2	s
peamiselt	5415	B1	adv
mürk	5418	B1	s
võte	5422	B2	s
otsustama	5423	A2	v
enam-vähem	5427	B1	adv
tundlik	5431	B1	adj
kollane	5432	A1	adj,s
ajutine	5434	B1	adj
hävitama	5438	B1	v
madal	5439	A2	adj,s
käituma	5441	A2	v
pesa	5450	A2	s
võitleja	5454		s
täide	5458		s
sõdalane	5459	B2	s
allapoole	5463	B1	adv,prep
selgitama	5465	B1	v
sekretär	5472	B1	s
eksitus	5477	B1	s
kuuldele	5487		adv
maast	5490		adv
lahus	5494	B2	s
pooleldi	5495	B2	adv
poisike	5496		s
viiks	5499		interj
pood	5501	A1	s
härrasmees	5503	B2	s
sisu	5505	B1	s
lund	5508		prop
risk	5510	A2	s
angel	5511		s
teatama	5515	A2	v
raskelt	5520	B1	adv
alustuseks	5522		vrm
hurraa	5523		s
rakett	5524	B2	s
sügavale	5529	B2	adv
arutama	5530	A2	v
sitakott	5531		s
vihm	5542	A1	s
tugevalt	5547	B1	adv
puudus	5549	B1	s
tants	5550	A1	s
hooleks	5553		postp
saksamaa	5557		prop
iludus	5562		s
lollus	5571	B2	s
mispärast	5574	B2	adv
kahtlane	5576	B1	adj
kannatama	5580	B1	v
loobu	5581		prop
kontakt	5583	A2	s
sassis	5590	B2	adj,adv
õhu	5593		prop
passi	5595		prop
california	5597		prop
pimedus	5602	B1	s
elukas	5620	C1	s
hai	5621	B1	s
vahelt	5622	B2	adv,postp
valla	5627	C1	adv
nägus	5629	B2	adj
sadama	5630	A1	v
lendu	5631		vrm
puude	5632		s
vannituba	5633	A2	s
teenima	5640	B1	v
vastupanu	5646	B2	s
tegelik	5647	B1	adj
türapea	5650		s
paganama	5651		adjg,adv
bingo	5652		s
pangas	5659		s
jällegi	5662	B2	adv
asepresident	5664		s
puuri	5665		prop
ehkki	5667	B1	konj
bänd	5668	A2	s
korduvalt	5672	B1	adv
grant	5674		s
autojuht	5678	A2	s
tegemine	5684		s
õpetama	5690	A1	v
kannatlik	5692	B2	adj
keskenduma	5700	B1	v
lumi	5705	A1	s
kõrgele	5707	B1	adv
kodanik	5712	B1	s
saadaval	5719		adv
palk	5720	A2	s
alatiseks	5721		adv
kampa	5727		adv
raamatukogu	5733	A2	s
kõrgemal	5734	B2	adv
universum	5736	B2	s
pojake	5737		s
janu	5738	B1	s
tõmbama	5741	A2	v
saamine	5743		s
koorem	5745	B2	s
laine	5749	B1	s
lubama	5755	A1	v
soo	5756		interj
kurjus	5760	B2	s
närviline	5761	B1	adj
süüd	5762		s
üritus	5763	B1	s
teisipäeval	5769		
kohv	5772	A1	s
jänes	5773	A2	s
restoran	5776	A1	s
kaabakas	5777	B2	s
tragöödia	5780	B1	s
london	5783		prop
kast	5791	A2	s
helde	5792	C1	adj
üksildane	5793	C1	adj
vallaline	5795	A2	adj,s
üheskoos	5799	B2	adv,prep
raiskamine	5803		s
tv	5804		
varjus	5807		vrm
pensionile	5815		vrm
kõrvalt	5818	B1	adv,postp
kõrgelt	5820	B1	adv
herr	5821		s
võitma	5823	A2	v
ettekandja	5824	A2	s
uurimine	5825	B1	s
ajakirjanik	5828	A2	s
gaas	5830	A2	s
ho	5845		
karjuma	5851	A2	v
elajas	5863		s
tulistamine	5864		s
peos	5867		vrm
esialgu	5870	B1	adv
seltsi	5874		postp,adv
nelson	5875		s
blond	5876	B1	adj,s
mälestus	5878	B1	s
kaksikud	5879		s,adj
kenake	5881		adj
ratas	5882	A1	s
kuis	5893	C1	adv
pikem	5894		adj
teod	5905		s
haletsusväärne	5906		adj
olulisem	5912		adj
minister	5915	B1	s
selgus	5921	B1	s
suurus	5931	A2	s
ebamugav	5939	B1	adj
laulma	5940	A1	v
avama	5941	A2	v
pasa	5942		s
sabas	5945		vrm
allpool	5946	B1	adv,prep
karjus	5947		s
haava	5948		prop
nägemine	5959		s
meri	5960	A1	s
nonii	5963		interj
poolteist	5965	A2	num
tume	5969	A1	adj
muru	5971	B1	s
iseenesest	5972	B1	adv
surve	5975	B2	s
igati	5977	B1	adv
kolima	5980	A2	v
õeke	5981		s
valmistatud	5982		adj
kogus	5984	B1	s
õiglus	5987	B2	s
lt	5995		
loodus	6000	A1	s
eh	6004		interj,adv
hiilgus	6006	B2	s
tüki	6007		adv
jälgima	6008	B1	v
hais	6010	B1	s
kalad	6027		s
kampaania	6028	A2	s
tehnika	6033	A2	s
lava	6035		s
tõusma	6041	A1	v
jälile	6043	C1	adv,postp
õnnelikult	6055		adv
karjäär	6056	B1	s
jätkama	6057	A2	v
populaarne	6061	A2	adj
soeng	6065	B1	s
õudusunenägu	6068		s
pulss	6069	B2	s
viskama	6073	A1	v
lahutatud	6080	A2	adj
heldeke	6084		interj
verine	6086	B2	adj
moment	6087	A2	s
erakordne	6088	B2	adj
ohutum	6089		adj
karp	6093	A2	s
liit	6094	A2	s
hiiglaslik	6095	B2	adj
teadmised	6096	B1	s
r	6099		s
kaelakee	6101	B1	s
am	6105		
kanal	6107	B1	s
täiskasvanu	6108	B1	s
austatud	6111	B1	adj
saatja	6112		s
välimus	6113	B1	s
kuninglik	6114	B2	adj
joonde	6115	C1	adv
teadmine	6125		s
piir	6126	A2	s
peenis	6127	B2	s
x	6129		s
seisund	6134	B1	s
veega	6137		prop
kuldne	6138	A2	adj
säh	6139		interj
baas	6150	B2	s
