word	proficiency	pos
haridus	A2	s
hariduslik	B2	adj
haridustee	B1	s
harilik	B1	adj,s
harilikult	B1	adv
harima	B1	v
harimatu	B2	adj,s
haritlane	B2	s
haritud	B2	adj
haritus	B2	s
harjuma	B1	v
harjumatu	B2	adj
harjumus	B1	s
harjumuspärane	B2	adj
harjutama	B1	v
harjutamine	B1	s
harjutus	A2	s
harmoonia	B2	s
harmooniline	B2	adj,s
harras	C1	adj
harrastama	B1	v
harrastus	B2	s
haru	B2	s
harukordne	B2	adj
haruldane	B1	adj
harutama	C1	v
harv	B2	adj
harva	A1	adv
hasartmäng	B2	s
hauakivi	B1	s
haud	B1	s
hauduma	C1	v
haug	B1	s
haukuma	B1	v
hautama	C1	v
hea	A1	adj,s
headus	B2	s
heakord	B2	s
heaks	B1	postp
heakskiit	B2	s
heaolu	B2	s
heasüdamlik	B2	adj
heatahtlik	B2	adj
heategevus	B1	s
heategevuslik	B2	adj
heategu	B2	s
heegeldama	B2	v
heeringas	B1	s
heide	B2	s
heidutama	C1	v
hein	B1	s
heiskama	B2	v
heitgaas	B2	s
heitlema	C1	v
heitlik	B2	adj
heitlus	C1	s
heitma	B1	v
hekk	B2	s
hektar	B2	s
helde	C1	adj
hele	A1	adj
heledus	B2	s
helendama	B2	v
helge	B2	adj
heli	B1	s
helikopter	B1	s
helilooja	B1	s
helin	B2	s
heliplaat	B2	s
helisema	B1	v
helistama	A1	v
helkur	B1	s
hell	B2	adj
hellitama	B2	v
hellus	C1	s
herilane	B1	s
hernes	B1	s
heroiin	B2	s
hetk	A1	s
hetkeseis	B2	s
hierarhia	B2	s
higi	B1	s
higine	B2	adj
higistama	B1	v
hiigelsuur	B2	adj
hiiglane	B2	s
hiiglaslik	B2	adj
hiilgama	B2	v
hiilgus	B2	s
hiilima	B2	v
hiir	A2	s
hiis	B2	s
hiline	B1	adj
hilinema	B1	v
hilisõhtu	B1	s
hilja	A1	adv
hiljaaegu	B2	adv
hiljem	A2	adv
hiljemalt	B2	adv
hiljuti	B1	adv
hiljutine	B1	adj
himu	B2	s
hind	A1	s
hindama	A2	v
hindamatu	B2	adj
hing	A2	s
hingama	A2	v
hingedepäev	B1	s
hingeldama	C1	v
hingeline	B2	s,adj
hinnaalandus	B2	s
hinnakiri	B2	s
hinnaline	B2	adj
hinnang	B1	s
hinnanguline	B2	adj
hinnanguliselt	B2	adv
hinnapakkumine	B2	s
hinnatud	B2	adj
hinne	B1	s
hirm	B1	s
hirmsasti	B2	adv
hirmuma	B2	v
hirmus	B1	adj
hirmutama	B1	v
hirmutav	B2	adj
hirmuäratav	C1	adj
hirv	B2	s
hispaanlane	B1	s
hitt	B2	s
hobi	A2	s
hobune	A2	s
hoiak	B1	s
hoiatama	B1	v
hoiatus	B1	s
hoid	B2	s
hoidis	B2	s
hoidla	B2	s
hoidma	A2	v
hoiduma	B2	v
hoius	B2	s
hoiustama	B2	v
hoki	B1	s
homme	A1	adv
hommik	A1	s
hommikumantel	B1	s
hommikune	A2	adj
hommikusöök	A2	s
hommikuti	B2	adv
homne	B1	adj,s
homoseksuaal	B2	s
homoseksuaalne	B2	adj
homoseksuaalsus	B2	s
honorar	B1	s
hooaeg	A2	s
hoog	B2	s
hoogne	B2	adj
hoogsalt	B2	adv
hool	B1	s
hoolas	C1	adj
hooldaja	B1	s
hooldama	B2	v
hooldekodu	B2	s
hooldus	B2	s
hooldustöö	B2	s
hoolealune	B1	s
hoolekanne	C1	s
hoolekogu	B2	s
hooletu	B2	adj
hooletus	B2	s
hoolikalt	B2	adv
hoolikas	B2	adj
hoolima	B1	v
hoolimata	B1	postp,prep
hoolimatu	B2	adj
hoolimatus	B2	s
hoolitsema	A2	v
hoolitsus	B2	s
hooliv	B2	adj
hoolivus	B2	s
hoolsus	B2	s
hoomama	C1	v
hoone	A2	s
hoonestus	B2	s
hoop	B2	s
hoopis	B1	adv
hooplema	B2	v
hoov	B2	s
hoovihm	B2	s
hord	C1	s
horisont	B2	s
horisontaalne	B2	adj
hormonaalne	B2	adj
hormoon	B2	s
horoskoop	B2	s
hotell	A2	s
hubane	B2	adj
hukk	B2	s
hukka	B2	adv
hukkama	B2	v
hukkuma	B1	v
hukutama	B2	v
hulga	B2	adv
hulgaliselt	B2	adv
hulganisti	C1	adv
hulgas	A2	adv,postp
hulgast	B1	adv,postp
hulgi	B2	adv
hulgimüük	B2	s
huligaan	B2	s
hulk	A2	s
hulka	A2	adv,postp
hulkuma	B2	v
hull	B1	s,adj
hullult	B2	adv
hulluma	C1	v
hullumaja	B2	s
hullumeelne	B2	adj,s
hullumeelsus	B2	s
hullus	B2	s
hullusti	B2	adv
humaanne	B2	adj
humoorikas	B2	adj
hundinui	B2	s
hunnik	B2	s
hunt	A2	s
huul	A2	s
huulepulk	B1	s
huumor	B1	s
huumorimeel	B2	s
huvi	A1	s
huviharidus	B2	s
huvikool	B1	s
huvipakkuv	B2	adj
huvitama	A2	v
huvitav	A1	adj
huvitegevus	B2	s
huvituma	B2	v
huviväärsus	B2	s
häbelik	B1	adj
häbenema	B1	v
häbi	B1	s
häbiväärne	B2	adj
häda	A2	s
hädaabi	A2	s
hädaldama	B2	v
hädaolukord	B2	s
hädapärane	B2	adj
hädasti	C1	adv
hädavajalik	B1	adj
hädavares	C1	s
hägune	B2	adj
häire	B1	s
häirima	B1	v
häkker	B2	s
häll	B2	s
hälve	C1	s
hämar	B1	adj,s
hämarik	B2	s
hämarus	B2	s
hämmastama	B2	v
hämmastav	B2	adj
hämmastavalt	B2	adv
hämming	C1	s
härg	B2	s
härrasmees	B2	s
hästi	A1	adv,interj
hävima	B1	v
hävinema	B2	v
häving	B2	s
hävitama	B1	v
hääbuma	B2	v
hääl	A1	s
hääldama	B1	v
hääldus	B2	s
häälekas	B2	adj
häälestama	C1	v
hääletama	B1	v
hääletus	B1	s
hääleõigus	B2	s
hääleõiguslik	B2	adj
häälik	B1	s
hõbe	B1	s
hõbedane	A2	adj
hõbemedal	B2	s
hõikama	C1	v
hõim	B2	s
hõiskama	C1	v
hõivama	B2	v
hõivatud	B2	adj
hõlbus	B2	adj
hõlbustama	B2	v
hõljuma	B2	v
hõlmama	B2	v
hõlpsasti	B2	adv
hõng	C1	s
hõre	B2	adj
hõrenema	B2	v
hõrk	B2	adj
hõõruma	B2	v
hüatsint	B2	s
hübriid	B2	s
hügieen	B2	s
hülgama	C1	v
hüljes	B2	s
hümn	B2	s
hüpe	B2	s
hüpoteek	B2	s
hüpotees	B2	s
hüppama	A2	v
hüppenöör	B2	s
hüsteeria	B2	s
hüvang	B2	s
hüvasti	B1	interj
hüve	B2	s
hüvitama	B2	v
hüvitis	B2	s
hüvitus	B2	s
hüüatama	B2	v
hüüdma	B1	v
hüüdnimi	B2	s
hüüe	B2	s
hüüumärk	B1	s
id-kaart	A1	s
ida	A2	s
idamaine	B2	adj
idanema	C1	v
ideaal	B2	s
ideaalne	B2	adj
ideaalselt	B2	adv
idee	A1	s
identifitseerima	B2	v
identiteet	B2	s
identne	B2	adj
ideoloogia	B2	s
ideoloogiline	B2	adj
idioot	B2	s
idu	C1	s
iga	B1	s
igakuine	B2	adj
igakülgne	B2	adj
iganes	B2	adv
igapäevane	A2	adj
igapäevaselt	B2	adv
igasugune	A2	adj,s
igatahes	B2	adv
igati	B1	adv
igatsema	B1	v
igatsus	B2	s
igav	A2	adj
igavene	B2	adj
igaveseks	B2	adv
igavesti	B2	adv
igavik	B2	s
igavlema	B2	v
igavus	B2	s
igaüks	A2	pron
ige	B2	s
ignoreerima	B2	v
iha	C1	s
ihaldama	C1	v
ihkama	C1	v
ihu	C1	s
ihukaitsja	B2	s
iialgi	B1	adv
iidne	B2	adj
iidol	B2	s
iive	C1	s
iiveldama	B1	v
iiveldus	B2	s
ike	C1	s
ikka	A1	adv
ikkagi	A2	adv
ikoon	B2	s
ilge	C1	adj
illegaalne	B2	adj
illusioon	B2	s
illustratsioon	B2	s
illustreerima	B2	v
ilm	A1	s
ilma	A1	adv,prep
ilmaennustus	B1	s
ilmajaam	B2	s
ilmakaar	B1	s
ilmalik	B2	adj
ilmastik	B2	s
ilmastikutingimused	B2	s
ilmateade	B1	s
ilme	B2	s
ilmekalt	B2	adv
ilmekas	B2	adj
ilmestama	B2	v
ilming	B2	s
ilmne	B1	adj
ilmnema	B2	v
ilmselge	B2	adj
ilmselgelt	B2	adv
ilmselt	B1	adv
ilmsiks	C1	adv
ilmtingimata	B2	adv
ilmuma	B1	v
ilmutama	B1	v
ilmutus	C1	s
ilu	B1	s
ilukirjandus	B2	s
ilus	A1	adj
ilusasti	B1	adv
ilusti	B1	adv
ilutsema	B2	v
ilutulestik	B1	s
iluuisutamine	B2	s
iluvõimlemine	B2	s
ilves	A2	s
imago	B2	s
imama	B2	v
imbuma	B2	v
ime	B1	s
imeilus	B2	adj
imekaunis	B2	adj
imekombel	B2	adv
imelik	A2	adj
imeline	B2	adj
imeliselt	B2	adv
imema	B1	v
imenduma	B2	v
imepärane	B2	adj
imestama	B2	v
imestus	B2	s
imetaja	B2	s
imetama	B2	v
imetlema	B1	v
imetlus	B2	s
imik	B2	s
imiteerima	B2	v
immigrant	B2	s
immigratsioon	B2	s
immuunsus	B2	s
impeerium	B2	s
implantaat	B2	s
import	B2	s
importima	B2	v
improvisatsioon	B2	s
improviseerima	B2	v
impulss	B2	s
ind	B2	s
indeks	B2	s
indikaator	B2	s
individuaalne	B1	adj
indiviid	B2	s
inetu	B1	adj
infarkt	B2	s
infektsioon	B2	s
inflatsioon	B2	s
info	A1	s
informatiivne	B2	adj
informatsioon	A1	s
informeerima	B1	v
informeeritus	B2	s
infotehnoloogia	B1	s
infrastruktuur	B2	s
ingel	A2	s
inglane	A2	s
inglise	A1	adjg
ingliskeelne	A2	adj
ingver	B2	s
inimene	A1	s
inimkond	B2	s
inimlik	B1	adj
inimlikkus	B2	s
inimolend	B2	s
inimväärikus	C1	s
inimõigus	B2	s
initsiatiiv	B2	s
innovaatiline	B2	adj
innovatiivne	B2	adj
innovatsioon	B2	s
innukalt	C1	adv
innukas	C1	adj
innustama	B2	v
innustus	B2	s
insener	A2	s
inspektor	B2	s
inspektsioon	B2	s
inspiratsioon	B2	s
inspireerima	B2	v
installatsioon	B2	s
installeerima	B2	v
installima	B2	v
instinkt	B2	s
institutsioon	B2	s
instituut	B1	s
instruktor	B2	s
instruktsioon	B2	s
instrument	B2	s
insuliin	B2	s
insult	B2	s
integratsioon	B2	s
integreerima	B2	v
integreeruma	B2	v
intellekt	B2	s
intellektuaal	B2	s
intellektuaalne	B2	adj
intelligentne	B2	adj
intelligents	B2	s
intelligentsus	B2	s
intensiivistama	B2	v
intensiivistuma	B2	v
intensiivne	B2	adj
intensiivselt	B2	adv
intensiivsus	B2	s
interaktiivne	B2	adj
interjöör	B2	s
internet	A1	s
internetipank	B1	s
internetiühendus	B1	s
intervall	B2	s
intervjueerima	B2	v
intervjuu	A2	s
intiimne	B2	adj
intress	B1	s
intriig	B2	s
intsident	B2	s
intuitiivne	B2	adj
intuitsioon	B2	s
inventuur	B2	s
investeerima	B2	v
investeering	B2	s
investor	B2	s
irduma	C1	v
iroonia	B2	s
irooniline	B2	adj
irvitama	C1	v
isa	A1	s
isadepäev	B1	s
isamaa	B2	s
isamaaline	B2	adj
isand	B2	s
isane	B1	adj,s
isapuhkus	B2	s
ise	A1	pron
iseasi	B2	s
iseenese	B1	pron
iseenesest	B1	adv
iseenesestmõistetav	B2	adj
isegi	B1	adv
isekas	B2	adj
iseloom	A2	s
iseloomulik	B1	adj
iseloomustama	B1	v
iseloomustus	B2	s
isemoodi	B2	adv,adj
iseseisev	B1	adj
iseseisvalt	B1	adv
iseseisvus	B1	s
iseseisvuspäev	B1	s
isetegevus	B2	s
iseäralik	C1	adj
iseäranis	C1	adv
iseärasus	B2	s
isik	B1	s
isiklik	A2	adj
isiklikult	B1	adv
isiksus	B1	s
isikuandmed	B2	s
isikukood	B1	s
isikupära	B2	s
isikupärane	C1	adj
isikutunnistus	B1	s
islam	B2	s
isolatsioon	B2	s
isoleerima	B2	v
issand	B2	s,interj
iste	B1	s
istekoht	B1	s
istuma	A1	v
istung	B2	s
istutama	B2	v
isu	B1	s
isuäratav	B2	adj
itsitama	C1	v
iva	B2	s
ja	A1	konj
jaa	A1	adv
jaam	A2	s
jaanalind	B2	s
jaanipäev	A2	s
jaanuar	A1	s
jaatav	B2	adj
jabur	B2	adj
jaburus	B2	s
jada	B2	s
jaemüük	B2	s
jagama	A2	v
jagamine	B1	s
jagu	B2	s
jaguma	B1	v
jagunema	B1	v
jah	A1	adv
jahe	A2	adj
jahimees	B1	s
jaht	B1	s
jahtima	B2	v
jahtuma	B2	v
jahu	A2	s
jahuma	C1	v
jahutama	B2	v
jahutus	B2	s
jahvatama	B2	v
jakk	B1	s
jaks	B2	s
jaksama	B1	v
jala	A2	adv
jalakäija	B1	s,adj
jalalaba	B1	s
jalaluu	A2	s
jalanõu	A2	s
jalats	B1	s
jalg	A1	s
jalgpall	A1	s
jalgratas	A1	s
jalgrattur	A2	s
jalgsi	A2	adv
jalutama	A2	v
jalutuskäik	B2	s
jama	B2	s,adj
jamama	B2	v
janu	B1	s
jaoks	A1	postp
jaoskond	B1	s
jaotama	B1	v
jaotuma	B2	v
jaotus	B2	s
jne	B1	
jogurt	A1	s
johtuma	C1	v
jonn	B2	s
jonnakas	C1	adj
jonnima	B2	v
jood	B2	s
joodik	B1	s,adj
jooga	B2	s
joogivesi	A2	s
jook	A2	s
jooks	B1	s
jooksev	B2	adj
jooksma	A1	v
jooksul	A1	postp
jooksutama	B2	v
jooma	A1	v
joon	A2	s
joonde	C1	adv
jooneline	B1	adj
joonis	B2	s
joonistama	A2	v
joonistamine	B1	s
joonistus	B1	s
joonlaud	B1	s
jootma	B2	v
joove	B2	s
jope	A2	s
jt	B1	
ju	A1	adv
juba	A1	adv
jube	B1	adj
judo	B2	s
juga	B2	s
juhataja	A2	s
juhatama	A2	v
juhatus	A2	s
juhe	B1	s
juhend	B1	s
juhendaja	B1	s
juhendama	B2	v
juhiluba	A2	s
juhinduma	B2	v
juhis	B2	s
juhitavus	B2	s
juht	A2	s
juhtima	A2	v
juhtiv	B1	adj
juhtkiri	B2	s
juhtkond	B1	s
juhtmevaba	B2	adj
juhtnöör	B2	s
juhtum	B2	s
juhtuma	A2	v
juhtumisi	C1	adv
juhus	B1	s
juhuslik	B1	adj
juhuslikult	B2	adv
julge	A2	adj,s
julgelt	B1	adv
julgema	A2	v
julgeolek	B2	s
julgeolekupoliitika	B2	s
julgesti	B1	adv
julgus	B1	s
julgustama	B2	v
julgustav	B2	adj
julm	B2	adj
julmalt	B2	adv
julmus	B2	s
jultunud	C1	adj
jumal	A2	s
jumalaga	B2	interj
jumalateenistus	B1	s
jumaldama	B2	v
jumalik	B2	adj
jume	B2	s
jumestaja	B2	s
jumestus	B2	s
jupp	B2	s
juriidiline	B1	adj
jurist	A2	s
just	A1	adv
justkui	B1	konj,adv
justnagu	B2	adv
justnimelt	B2	adv
jutlus	C1	s
jutlustama	B2	v
jutt	A1	s
jutukas	B1	adj,s
jutumärgid	B1	s
jutustama	A2	v
jutustus	B2	s
jututuba	B2	s
juubel	A2	s
juubilar	B2	s
juuksed	A1	s
juukselakk	B1	s
juuksur	A1	s
juuli	A1	s
juuni	A1	s
juunior	B2	s
juur	B2	s
juurde	A1	adv,postp
juurdekasv	C1	s
juurdepääs	B2	s
juurdlema	C1	v
juurdlus	B2	s
juurduma	C1	v
juures	A1	adv,postp
juuresolek	B2	s
juurest	A1	adv,postp
juurikas	B2	s
juurutama	C1	v
juurvili	A2	s
juust	A1	s,adj
juut	A2	s
jäik	B2	adj
jäine	B2	adj
jäle	C1	adj
jälg	B1	s
jälgima	B1	v
jälile	C1	adv,postp
jälitama	B2	v
jäljendama	C1	v
jälk	C1	adj
jälle	A1	adv
jällegi	B2	adv
jäme	B2	adj
jänes	A2	s
järel	A2	postp,adv
järeldama	B2	v
järelduma	B2	v
järeldus	B1	s
järele	A1	postp,adv
järeleandlik	C1	adj
järelevalve	B1	s
järelikult	B1	adv
järelkasv	B2	s
järelmaks	B1	s
järelt	B2	postp
järeltulija	B2	s
järeltöö	B2	s
järelvalve	B2	s
järg	B2	s
järgi	A1	postp,adv
järgima	B1	v
järglane	B1	s
järgmine	A1	adj
järgne	B2	adj
järgnema	B1	v
järgnevalt	B2	adv
järjekindel	B2	adj
järjekindlalt	B2	adv
järjekord	A2	s
järjekordne	B1	adj
järjekordselt	B2	adv
järjepidev	B2	adj
järjepidevalt	B2	adv
järjepidevus	B2	s
järjest	B1	adv
järjestama	B2	v
järjestikune	B2	adj
järjestus	B2	s
järk	B2	s
järk-järgult	B2	adv
järkjärguline	B2	adj
järsk	B1	adj
järsku	B1	adv
järsult	B2	adv
järv	A1	s
jäse	C1	s
jässakas	C1	adj
jätk	B2	s
jätkama	A2	v
jätkuma	B1	v
jätkusuutlik	B2	adj
jätkusuutlikkus	B2	s
jätkuv	B2	adj
jätkuvalt	B1	adv
jätma	A2	v
jää	A1	s
jäädav	C1	adj
jäädavalt	C1	adv
jäädvustama	B2	v
jäähoki	B2	s
jääk	B2	s
jääkaru	B1	s
jääkülm	B2	adj
jääma	A2	v
jäänus	B2	s
jääpurikas	B1	s
jäär	B2	s
jäärapäine	C1	adj
jääsalat	B2	s
jäätis	A1	s
jäätmed	B2	s
jäätmejaam	B2	s
jäätuma	B2	v
jõehobu	B2	s
jõgi	A1	s
jõhkard	C1	s
jõhker	B2	adj
jõhkralt	B2	adv
jõhkrus	B2	s
jõhvikas	B1	s
jõllitama	C1	v
jõud	A2	s
jõudlus	B2	s
jõudma	A2	v
jõudsalt	C1	adv
jõudsasti	C1	adv
jõudumööda	B2	adv
jõuetu	B2	adj
jõuk	B2	s
jõukas	B2	adj
jõukohane	B2	adj
jõukus	B2	s
jõuline	B2	adj
jõuliselt	B2	adv
jõulud	A2	s
jõululaupäev	B2	s
jõulupühad	B1	
jõuluvana	B1	s
jõusaal	B1	s
jõustama	C1	v
jõustuma	B2	v
jünger	B2	s
ka	A1	adv
kaabakas	B2	s
kaabel	B2	s
kaabu	B1	s
kaal	A2	s
kaalikas	B1	s
kaalujälgija	B2	s
kaalukas	B2	adj
kaaluma	A2	v
kaalutlema	B2	v
kaalutlus	B2	s
kaamel	B2	s
kaamera	A2	s
kaar	B2	s
kaardistama	B2	v
kaart	A1	s
kaas	B1	s
kaasa	A1	adv
kaasabi	B2	s
kaasaeg	B2	s
kaasaegne	B1	adj,s
kaasahaarav	B2	adj
kaasama	B2	v
kaasas	A2	adv
kaaskiri	B1	s
kaasmaalane	B2	s
kaasnema	B2	v
kaasomand	B2	s
kaastundlik	B2	adj
kaastunne	B1	s
kaater	B1	s
kabe	B1	s
kabel	B2	s
kabiin	B2	s
kabinet	A2	s
kadakas	B2	s
kade	B2	adj,s
kadedus	B2	s
kadestama	B2	v
kadripäev	B1	s
kadu	B2	s
kaduma	A2	v
kadunu	B2	s
kaebama	B1	v
kaebus	B2	s
kael	A2	s
kaelakee	B1	s
kaelkirjak	B2	s
kaenal	B2	s
kaer	B1	s
kaerahelbed	B1	s
kaev	B1	s
kaevama	B1	v
kaevandama	B2	v
kaevandus	B2	s
kaevur	B2	s
kagu	B1	s
kahandama	B2	v
kahanema	B2	v
kahekesi	B1	adv
kahekordistama	B2	v
kahekordistuma	B2	v
kahekordne	B1	adj
kahekorruseline	B1	adj
kaheksa	A1	num,s
kaheksakorruseline	B1	adj
kaheksakümmend	A1	num
kaheksakümnes	A2	num
kaheksas	A1	num
kaheksasada	A1	num
kaheksateist	A1	num
kaheksateistkümnes	A2	num
kahekümnes	A2	num
kahene	B2	adj,s
kahepoolne	B2	adj
kaheteistkümnes	A2	num
kahetoaline	B1	adj
kahetsema	B1	v
kahetsus	B2	s
kahetsusväärne	B2	adj
kahevahel	B2	adv
kahju	A2	s
kahjuks	A2	adv,postp
kahjulik	B1	adj
kahjum	B1	s
kahjustama	B1	v
kahjustuma	B2	v
kahjustus	B2	s
kahjutu	B2	adj
kahtlane	B1	adj
kahtlema	B1	v
kahtlemata	B2	adv
kahtlus	B1	s
kahtlustama	B1	v
kahtlustus	B2	s
kahur	B2	s
kahvatu	B2	adj
kahvel	A1	s
kai	B2	s
kaigas	C1	s
kaine	B1	adj
kaitse	A2	s
kaitseala	B2	s
kaitsejõud	B2	s
kaitseliit	B2	prop
kaitsetu	B2	adj
kaitsevahend	B2	s
kaitseväelane	B2	s
kaitsevägi	B1	s
kaitsma	A2	v
kaja	B2	s
kajakas	B1	s
kajama	B2	v
kajastama	B2	v
kajastuma	B2	v
kajastus	B2	s
kajut	B1	s
kakao	A1	s
kaklema	B1	v
kaklus	B2	s
kaks	A1	num,s
kaksik	B1	s
kakskeelne	B1	adj
kakskümmend	A1	num
kakssada	A1	num
kaksteist	A1	num
kaktus	B1	s
kala	A1	s
kalamees	B1	s
kalandus	B2	s
kalapulk	B1	s
kalapüük	B1	s
kalduma	B2	v
kalduvus	B2	s
kalender	A2	s
kalendriaasta	B2	s
kali	B1	s
kalju	B2	s
kaljukits	B1	s
kalk	C1	adj
kalkulaator	B1	s
kalkulatsioon	B2	s
kalkun	A2	s
kallak	B2	s,adj
kallal	B2	adv,postp
kallale	B1	adv,postp
kallaletung	B2	s
kallama	B2	v
kallas	A2	s
kalle	B2	s
kallim	B2	s
kallinema	B2	v
kallis	A1	adj,s
kalliskivi	B1	s
kallistama	B1	v
kallistus	B2	s
kallutama	C1	v
kalmistu	A2	s
kalor	B2	s
kalur	B1	s
kama	B1	s
kamandama	C1	v
kamber	B2	s
kamin	B1	s
kamm	A2	s
kammima	A2	v
kamp	B2	s
kampaania	A2	s
kampsun	A2	s
kana	A1	s
kanal	B1	s
kanaliha	A2	s
kanalisatsioon	B1	s
kand	B1	s
kandidaat	A2	s
kandidatuur	B2	s
kandideerima	B1	v
kandik	B1	s
kandiline	B1	adj
kandma	A2	v
kanduma	B2	v
kaneel	B2	s
kanep	B2	s
kang	B2	s
kangas	B2	s
kange	B1	adj,s
kangekaelne	B2	adj
kangelane	B1	s
kangesti	B2	adv
kangutama	B2	v
kann	B1	s
kannapööre	C1	s
kannatama	B1	v
kannatamatu	B2	adj
kannatanu	B1	s
kannatlik	B2	adj
kannatlikkus	B2	s
kannatus	B1	s
kannel	B1	s
kannike	B2	s
kannul	C1	adv,postp
kant	B2	s
kantima	C1	v
kants	C1	s
kantselei	B1	s
kantsler	B2	s
kanuu	B2	s
kaootiline	B2	adj
kaos	B2	s
kaotaja	B1	s,adj
kaotama	A2	v
kaotsi	B2	adv
kaotus	B1	s
kapital	B2	s
kapitalism	B2	s
kapitalistlik	B2	adj
kaplan	C1	s
kapott	B2	s
kapp	A1	s
kapsas	A1	s
kapsel	B2	s
kapten	B1	s
kapuuts	B1	s
karakter	B2	s
karamell	B1	s
karastama	B2	v
karastusjook	B2	s
karate	B1	s
karbonaad	B2	s
kardetavasti	B2	adv
kardin	B1	s
kardinaalne	B2	adj
kardinaalselt	B2	adv
kardinal	B2	s
kare	B2	adj
kargama	C1	v
karge	C1	adj
kari	B1	s
karikakar	B1	s
karikas	B1	s
karikatuur	B2	s
karismaatiline	C1	adj
karistama	B1	v
karistus	B1	s
karjatama	B2	v
karjuma	A2	v
karjäär	B1	s
kark	C1	s
karm	B2	adj
karmilt	B2	adv
karmistama	C1	v
karneval	B2	s
karp	A2	s
kartlik	B2	adj
kartma	A2	v
kartmatu	B2	adj
kartul	A1	s
kartulipuder	B1	s
kartus	B2	s
karu	A2	s
karusmari	B1	s
karusnahk	B2	s
karussell	B2	s
karuteene	C1	s
karv	B1	s
karvane	B1	adj,s
kas	A1	adv
kasiino	B2	s
kasin	C1	adj
kask	B1	s
kass	A1	s
kassa	A2	s
kassipoeg	A2	s
kast	A2	s
kastan	B1	s
kaste	B2	s
kastma	B1	v
kasu	A2	s
kasuema	B2	s
kasuisa	B2	s
kasukas	B1	s
kasulik	A2	adj
kasulikkus	B2	s
kasum	B2	s
kasutaja	B1	s
kasutajaliides	B2	s
kasutajanimi	B1	s
kasutajatunnus	B1	s
kasutama	A1	v
kasutamisjuhend	B1	s
kasutu	B2	adj
kasutus	B1	s
kasutuselevõtt	B2	s
kasutusjuhend	B1	s
kasutusluba	B2	s
kasutusõigus	B2	s
kasv	A2	s
kasvaja	B2	s,adj
kasvama	A1	v
kasvataja	A2	s
kasvatama	A2	v
kasvatus	B1	s
kasvuhoone	B1	s
kasvõi	B2	adv
kataloog	B2	s
katastroof	A2	s
kate	B1	s
katedraal	B2	s
kategooria	B2	s
kategooriliselt	B2	adv
katel	B2	s
katk	B2	s
katkema	B1	v
katkematu	B2	adj
katkend	B2	s
katkestama	B1	v
katkestus	B2	s
katki	A2	adv
katkine	B1	adj
katlakivi	B2	s
katma	B1	v
katoliiklik	B1	adj
katoliku	B1	adjg,adj
katse	B1	s
katseaeg	B2	s
katsetama	B1	v
katsetus	B1	s
katsuma	B1	v
katsumus	B2	s
kattuma	B2	v
katus	A2	s
kaua	A1	adv
kauaaegne	B2	adj
kauaks	B1	adv
kaubamärk	B2	s
kaubandus	B2	s
kaubanduslik	B2	adj
kaubik	B2	s
kaudne	B2	adj
kaudselt	B2	adv
kaudu	A1	postp,adv
kauge	A2	adj
kaugel	A2	adv
kaugele	A2	adv
kaugelt	A2	adv
kaugeltki	B2	adv
kaugenema	B2	v
kaugus	B1	s
kaugushüpe	B2	s
kaugõpe	B2	s
kaun	B2	s
kaunilt	B2	adv
kaunis	A2	adj
kaunistama	B1	v
kaunistus	B2	s
kaunitar	B2	s
kaup	A2	s
kaupa	B2	postp
kaupleja	B2	s
kauplema	B1	v
kauplus	A1	s
kaupmees	B2	s
kauss	A2	s
kaust	B2	s
kaustik	B2	s
kava	A2	s
kaval	B1	adj
kavaldama	B2	v
kavalpea	B2	s
kavalus	B2	s
kavand	B2	s
kavandama	B1	v
kavatsema	B1	v
kavatsus	B2	s
keedis	B2	s
keefir	A1	s
keegi	A2	pron
keel	A1	s
keelama	B1	v
keeld	B1	s
keelduma	B1	v
keelebarjäär	B2	s
keeleoskus	B1	s
keeleteadlane	B2	s
keelteoskus	B1	s
keelustama	B2	v
keema	B1	v
keemia	B1	s
keemiarelv	B2	s
keemiline	B1	adj
keep	B1	s
keerama	A2	v
keeris	B2	s
keerlema	B1	v
keerukas	B2	adj
keerukus	B2	s
keeruline	A2	adj
keerutama	B2	v
keetma	A2	v
keevaline	C1	adj
keevitaja	B2	s
keevitama	B2	v
keha	A2	s
kehakaal	B2	s
kehakeel	B2	s
kehaline	B1	adj
kehaosa	A2	s
kehastama	B2	v
kehastuma	B2	v
kehitama	C1	v
kehtestama	B2	v
kehtetu	B2	adj
kehtima	B1	v
kehtiv	B1	adj
kehtivus	B2	s
kehtivusaeg	B2	s
kehv	B1	adj
kehvasti	B1	adv
keiser	B2	s
kelder	A2	s
kelgutama	B2	v
kelk	B2	s
kell	A1	s
kellassepp	B1	s
kelluke	B1	s
kelmikas	C1	adj
kelmus	C1	s
kelner	B1	s
kemikaal	B2	s
kena	A2	adj
kenasti	B1	adv
kentsakas	C1	adj
kepp	B1	s
kera	A2	s
keraamika	B2	s
keraamiline	B2	adj
kere	B2	s
kerge	A1	adj
kergejõustik	B1	s
kergelt	B1	adv
kergemeelne	B2	adj
kergemini	B2	adv
kergendama	B2	v
kergendus	B2	s
kergesti	B1	adv
kergitama	B2	v
kerima	C1	v
kerjus	B2	s
kerkima	B2	v
kes	A1	pron
keset	B1	prep
kesine	C1	adj
keskaeg	B2	s
keskaegne	A2	adj
keskealine	B1	adj,s
keskel	A1	adv,postp
keskele	A2	adv,postp
keskelt	B1	adv,postp
