word	proficiency	pos
vaatepilt	B2	s
vaatepunkt	B2	s
vaatevinkel	C1	s
vaateväli	C1	s
vaatlema	B2	v
vaatlus	B2	s
vaatus	B2	s
vaba	A1	adj
vabaabielu	B1	s
vabadus	B1	s
vabadusvõitlus	B2	s
vabakutseline	B2	adj,s
vabalt	B1	adv,interj
vabameelne	B2	adj,s
vabandama	A1	v
vabandus	A2	s
vabandust	A1	interj
vabanema	B1	v
vabariik	A1	s
vabastama	B1	v
vabatahtlik	B1	adj,s
vabatahtlikult	B1	adv
vabrik	B1	s
vaegnägija	B2	s
vaen	B2	s
vaene	A2	adj,s
vaenlane	A2	s
vaenulik	B2	adj
vaesus	B1	s
vaev	B1	s
vaevaline	B2	adj
vaevalt	A1	adv
vaevama	B2	v
vaevlema	B2	v
vaevu	B2	adv
vaevuma	B2	v
vaevus	B2	s
vaga	C1	adj
vagun	A2	s
vagur	C1	adj
vaha	B2	s
vahe	B1	s
vaheaeg	B1	s
vahekord	B1	s
vahel	A2	adv,postp
vahelduma	B2	v
vaheldumisi	B2	adv
vaheldus	B2	s
vahele	B1	adv,postp
vahelt	B2	adv,postp
vahemaa	B1	s
vahemik	B2	s
vahend	B1	s
vahendama	B2	v
vahendus	B2	s
vahendusel	B1	postp
vahepala	B2	s
vahepeal	B1	adv,postp
vahepealne	B2	adj
vaher	B1	s
vaherahu	B2	s
vahest	B2	adv
vahetama	A2	v
vahetevahel	B2	adv
vahetu	B2	adj
vahetult	B2	adv
vahetuma	B2	v
vahetus	B1	s
vahistama	B2	v
vaht	B2	s
vahtima	B2	v
vahukoor	A2	s
vahustama	B2	v
vahuvein	B2	s
vahva	B1	adj
vahvel	A2	s
vai	B2	s
vaibuma	C1	v
vaid	A2	adv,konj
vaidlema	B1	v
vaidlus	B1	s
vaidlustama	B2	v
vaieldamatult	B2	adv
vaieldav	B2	adj
vaigistama	C1	v
vaik	B2	s
vaikima	B1	v
vaikne	A2	adj
vaikselt	A2	adv
vaikus	A2	s
vaim	B1	s
vaimne	A2	adj
vaimselt	B2	adv
vaimsus	B2	s
vaimuhaige	B2	s,adj
vaimukas	C1	adj
vaimulik	B2	adj,s
vaimustama	B2	v
vaimustuma	B2	v
vaimustus	B2	s
vaip	B1	s
vaist	B2	s
vait	B1	adv
vaja	A1	adv
vajadus	A2	s
vajaka	C1	adv
vajalik	A1	adj
vajama	B1	v
vajaminev	B2	adj
vajuma	B2	v
vajutama	B1	v
vaktsiin	B1	s
vaktsineerima	B1	v
valama	A2	v
valamu	B1	s
vald	A2	s
valdama	B1	v
valdavalt	B2	adv
valdkond	B1	s
valdus	B2	s
vale	A1	s,adj
valeandmed	B2	s
valem	B2	s
valesti	A2	adv
valetama	A2	v
valge	A1	adj,s
valguma	C1	v
valgus	B1	s
valgusfoor	B1	s
valgustama	B2	v
valgusti	B2	s
valgustus	B2	s
vali	B2	adj
valideerima	B1	v
valija	B1	s
valik	A2	s
valim	B2	s
valima	A1	v
valimised	B1	s
valimisjaoskond	B2	s
valimisõigus	B2	s
valitseja	B2	s
valitsema	B1	v
valitsus	B1	s
valjult	B1	adv
valjusti	B1	adv
valk	B2	s
vall	B2	s
valla	C1	adv
vallaline	A2	adj,s
vallandama	B2	v
vallanduma	C1	v
vallatu	C1	adj
vallavalitsus	B2	s
vallavanem	B2	s
vallutama	B2	v
valmidus	B2	s
valmima	B1	v
valmis	A1	adj,adv
valmisolek	B2	s
valmistama	A2	v
valmistamine	B1	s
valmistoit	B2	s
valmistuma	B1	v
valu	A2	s
valulik	B2	adj
valus	A2	adj
valusalt	B1	adv
valusasti	B1	adv
valutama	A1	v
valutu	B2	adj
valuuta	A2	s
valuvaigisti	B2	s
valvama	B1	v
valvas	C1	adj
valve	B1	s
valvur	B1	s
vampiir	B2	s
vana	A1	adj,s
vanaaeg	B2	s
vanaaegne	B2	adj
vanadekodu	B2	s
vanadus	B2	s
vanaema	A1	s
vanaisa	A1	s
vanalinn	A2	s
vananema	B2	v
vanaonu	B2	s
vanasti	B1	adv
vanasõna	B2	s
vanatädi	B2	s
vanavanemad	B1	s
vandenõu	B2	s
vanduma	B2	v
vanem	A2	s
vanemad	A1	s
vanemaealine	B2	adj,s
vanemahüvitis	B2	s
vanemlik	B2	adj
vang	B1	s
vangistama	B2	v
vangistus	B2	s
vangla	A2	s
vangutama	C1	v
vanilje	B2	s
vanill	B2	s
vanker	B1	s
vann	A1	s
vanne	B2	s
vannitama	B2	v
vannituba	A2	s
vanur	B2	s
vanus	A2	s
vanusegrupp	B2	s
vapp	B2	s
vapper	B2	adj
vapralt	B2	adv
vaprus	B2	s
vapsik	B2	s
vapustama	B2	v
vapustav	B2	adj
vapustus	B2	s
vara	A2	adv
varahommik	B1	s
varajane	B1	adj
varakult	B2	adv
varal	C1	postp
varaline	B2	adj
varandus	B2	s
varane	B1	adj
varas	B1	s
varasemalt	B2	adv
varastama	B1	v
varblane	B1	s
varem	A2	adv
vares	B1	s
vargus	B1	s
vari	A2	s
variant	A2	s
variatsioon	B2	s
varieeruma	B2	v
varisema	B2	v
varitsema	B2	v
varjama	B2	v
varjuma	B2	v
varjund	B2	s
varjunimi	B2	s
varjupaik	B2	s
varjutama	B2	v
varras	B2	s
varrukas	B2	s
vars	B1	s
varss	B2	s
varsti	A1	adv
varu	B2	s
varuma	B2	v
varuosa	B1	s
varustama	B2	v
varustus	B1	s
varvas	A2	s
vasak	B1	adj
vasakpoolne	B2	adj,s
vasakul	A2	adv
vasakule	B2	adv
vasakult	B2	adv
vasikas	B1	s
vask	B2	s
vast	B2	adv
vastaja	B2	s
vastakas	C1	adj
vastama	A1	v
vastamisi	B2	adv
vastand	B2	s
vastandama	B2	v
vastandlik	B2	adj
vastanduma	B2	v
vastane	B1	s,adj
vastas	B1	adv,postp
vastaspool	B2	s
vastasseis	B2	s
vastast	B2	postp
vastastikku	B2	adv
vastastikune	B2	adj
vastav	B1	adj
vastavalt	B2	adv,postp,prep
vastavus	B2	s
vaste	B2	s
vastik	B1	adj
vastlapäev	B1	s
vastsündinu	B2	s
vastu	A1	adv,prep,postp
vastuargument	B2	s
vastukaja	B2	s
vastumeelne	B2	adj
vastumeelsus	B2	s
vastuolu	B2	s
vastuoluline	B2	adj
vastupandamatu	C1	adj
vastupanu	B2	s
vastupidav	B1	adj
vastupidavus	B2	s
vastupidi	B1	adv
vastupidine	B2	adj
vastupidiselt	B2	adv
vasturääkiv	B2	adj
vastus	A1	s
vastuseis	B2	s
vastutama	B1	v
vastutulelik	B2	adj
vastutus	B2	s
vastutustundetu	B2	adj
vastutustundlik	B2	adj
vastutustunne	B2	s
vastuväide	B2	s
vastuvõetamatu	B2	adj
vastuvõetav	B2	adj
vastuvõtlik	B2	adj
vastuvõtt	A2	s
veatu	B2	adj
vedama	B1	v
vedel	B1	adj,s
vedelema	B2	v
vedelik	B2	s
vedru	B2	s
vedu	B2	s
vedur	B2	s
veeb	B1	s
veebileht	B1	s
veebisait	B2	s
veebruar	A1	s
veekeetja	A2	s
veekindel	B2	adj,s
veekogu	B1	s
veel	A1	adv
veemõõtja	B1	s
veen	B2	s
veenduma	B2	v
veendumus	B2	s
veenev	B2	adj
veenma	B2	v
veenvalt	B2	adv
veerand	B1	num,s
veerema	B2	v
veeretama	C1	v
veerg	B2	s
veetlev	C1	adj
veetma	B1	v
veevalaja	B1	prop
vehkima	C1	v
vehklema	B2	v
veider	B1	adj
veidi	A2	adv
veidike	B2	adv
veidrus	B2	s
vein	A1	s
veis	B2	s
veiseliha	B1	s
velg	B2	s
vend	A1	s
vene	A1	adjg
venekeelne	A2	adj
venelane	A1	s
venima	B1	v
venitama	B2	v
venitus	B2	s
vennanaine	A2	s
vennapoeg	A2	s
vennatütar	A2	s
ventilatsioon	B2	s
veoauto	B1	s
veok	B1	s
verbaalne	B2	adj
vereringe	B2	s
vererõhk	B1	s
veresoon	B2	s
veresuhkur	B2	s
veri	A2	s
verine	B2	adj
verivorst	A2	s
versioon	B1	s
vertikaalne	B2	adj
vesi	A1	s
vesikupp	B2	s
vesinik	B2	s
vesiroos	B2	s
veski	B2	s
vest	B1	s
vestlema	B1	v
vestlus	B1	s
vestma	C1	v
veteran	B2	s
vetikas	B2	s
viadukt	B2	s
vibratsioon	B2	s
video	A2	s
videokaamera	A2	s
videoklipp	B2	s
videvik	B2	s
vidin	B2	s
viga	A1	s
vigane	B2	adj,s
vigastama	B1	v
vigastus	B2	s
vigur	C1	s,adj
viha	A2	s,adj
vihane	A2	adj
vihaselt	B1	adv
vihastama	B1	v
vihik	A1	s
vihjama	B2	v
vihje	B2	s
vihkama	B1	v
vihm	A1	s
vihmakeep	B1	s
vihmane	B1	adj
vihmasadu	B2	s
vihmauss	B1	s
vihmavari	A2	s
viht	B2	s
vihtlema	B2	v
viibima	B1	v
viide	B2	s
viiekorruseline	B1	adj
viiekümnes	A2	num
viiendik	B1	num,s
viies	A1	num
viieteistkümnes	A2	num
viik	B2	s
viiking	B2	s
viil	B1	s
viilutama	B2	v
viima	A1	v
viimaks	B2	adv
viimane	A1	adj,s
viimati	B2	adv
viimistlema	B2	v
viimistlus	B2	s
viimne	B2	adj
viin	A2	s
viinamari	A2	s
viiner	A2	s
viipama	B2	v
viipekeel	B2	s
viirus	B1	s
viirushaigus	B2	s
viis	A1	num,s
viisa	A2	s
viisakalt	B1	adv
viisakas	A2	adj
viisakus	B2	s
viisavabadus	B2	s
viisi	B2	postp,adv
viiskümmend	A1	num
viisnurk	B2	s
viissada	A1	num
viisteist	A1	num
viitama	B2	v
viitenumber	B1	s
viitsima	B1	v
viiul	B1	s
viiuldaja	B2	s
viivis	B1	s
viivitama	B2	v
viivitamata	B2	adv
viivitamatult	B2	adv
viivitus	B2	s
vikerkaar	B1	s
viks	C1	adj
viktoriin	B2	s
vildikas	B1	s
vile	B2	s
vilets	B1	adj
viletsus	B2	s
vilgas	C1	adj
vili	B1	s
vilistama	B2	v
vilistlane	B2	s
viljakas	B2	adj
viljakus	B2	s
viljelema	C1	v
vilkuma	C1	v
vilkur	B2	s
vill	B1	s
villa	B2	s
villane	B1	adj,s
viltpliiats	B1	s
viltu	B2	adv
vilunud	B2	adj
vinge	B2	adj
vingerdama	C1	v
vinguma	C1	v
vinn	B2	s
virisema	B2	v
virk	C1	adj
virsik	B1	s
virtuaalne	B2	adj
virutama	C1	v
virvendama	C1	v
visa	B2	adj
visalt	B2	adv
vise	B2	s
visiit	B1	s
visiitkaart	B2	s
visioon	B2	s
viskama	A1	v
viski	B2	s
vispel	B2	s
vist	A1	adv
vistrik	B1	s
visuaalne	B2	adj
visuaalselt	B2	adv
vitamiin	B1	s
vits	C1	s
vokaal	B2	s
voldik	B2	s
voli	B2	s
volikiri	B2	s
volikogu	B2	s
volinik	B2	s
volitama	B2	v
volitus	B1	s
voltima	B2	v
volüüm	B2	s
voodi	A1	s
voodipesu	B1	s
voog	C1	s
vool	B2	s
voolama	B1	v
voolik	B2	s
voolima	B2	v
voor	B1	s
vooruslik	C1	adj
vorm	A2	s
vormel	B2	s
vormima	B2	v
vormistama	B1	v
vorst	A2	s
vrakk	B2	s
vulkaan	B2	s
vundament	B2	s
vuntsid	A2	s
vurama	C1	v
vutt	B2	s
väel	B2	postp
väele	B2	postp
väeti	C1	adj,s
väetis	B2	s
väga	A1	adv
vägev	B2	adj,s
vägi	B1	s
vägisi	B2	adv
vägistama	B2	v
vägivald	B1	s
vägivaldne	B2	adj
vähe	A1	adv
vähegi	B2	adv
vähehaaval	B2	adv
vähem	A1	adv
vähemalt	A2	adv
vähemasti	B2	adv
vähemus	B1	s
vähemusrahvus	B2	s
vähendama	B1	v
vähene	B1	adj,s
vähenema	B1	v
vähenemine	B1	s
vähesus	B2	s
vähihaige	B2	s,adj
vähk	B1	s
väide	B2	s
väidetavalt	B2	adv
väidetavasti	C1	adv
väike	A1	adj,s
väikekodanlik	C1	adj
väiklane	C1	adj
väiksus	B2	s
väimees	B1	s
väin	B2	s
väisama	C1	v
väitekiri	B2	s
väitlema	C1	v
väitlus	C1	s
väitma	B2	v
välde	B2	s
väle	C1	adj
väli	B1	s
välimine	B2	adj
välimus	B1	s
väline	B1	adj
väliselt	B2	adv
välismaa	A2	s
välismaailm	B2	s
välismaalane	A2	s
välismaine	B1	adj
välispoliitika	B2	s
välispoliitiline	B2	adj
välisriik	B1	s
välissuhted	B2	s
välistama	B2	v
välja	A1	adv
väljaanne	B1	s
väljaheide	B1	s
väljak	A2	s
väljakutse	B1	s
väljamakse	B2	s
väljaminek	B1	s
väljamõeldis	B2	s
väljapaistev	B2	adj
väljapanek	B2	s
väljapoole	B1	adv,prep
väljapääs	A2	s
väljaränne	B2	s
väljas	A1	adv,postp
väljaspool	B1	adv,prep
väljaspoole	B1	adv,prep
väljast	B1	adv
väljastama	B1	v
väljastpoolt	B1	adv,prep
väljavaade	B2	s
väljavõte	B1	s
väljaõpe	B1	s
väljend	B2	s
väljendama	B1	v
väljenduma	B2	v
väljendus	B2	s
väljendusoskus	B2	s
väljuma	A2	v
väljund	B2	s
välk	B1	s
vältama	C1	v
vältel	B2	postp
vältima	B1	v
vältimatu	B2	adj
vänge	C1	adj
väntama	C1	v
värav	A2	s
väravavaht	B2	s
värbama	B2	v
värdjas	C1	s
värin	C1	s
värisema	B1	v
värk	B2	s
värske	A2	adj,s
värskelt	B2	adv
värskendama	B2	v
värskus	B2	s
värss	B2	s
värv	A1	s
värvikas	B2	adj
värviline	B1	adj,s
värvima	A2	v
värvipliiats	B1	s
värvitu	B2	adj
värvus	B2	s
väsima	B1	v
väsimus	B1	s
väsinud	B1	adj
väsitama	B2	v
väsitav	B2	adj
väänama	B2	v
väär	B2	adj
vääramatu	C1	adj
väärikalt	B2	adv
väärikas	B2	adj,s
väärikus	C1	s
vääriline	B2	adj
väärima	B1	v
väärisese	B2	s
vääriskivi	B2	s
väärt	B1	adj
väärtegu	C1	s
väärtpaber	B2	s
väärtus	B1	s
väärtushinnang	B2	s
väärtuslik	B1	adj
väärtustama	B2	v
võhik	C1	s
võhm	C1	s
või	A1	konj,adv
võib-olla	A1	adv
võidu	B2	postp,adv
võidujooks	B2	s
võidukas	B2	adj
võidupüha	B1	s
võidutsema	B2	v
võigas	C1	adj
võileib	A1	s
võilill	B1	s
võim	B1	s
võima	A1	v
võimaldama	B2	v
võimalik	A1	adj
võimalikkus	B2	s
võimalikult	B2	adv
võimalus	A2	s
võimas	B1	adj
võimatu	B1	adj
võime	A2	s
võimekas	B2	adj
võimekus	B2	s
võimeline	B1	adj
võimendama	B2	v
võimetu	B2	adj
võimla	B2	s
võimlema	B1	v
võimlemine	B1	s
võimsalt	B2	adv
võimsus	B2	s
võistkond	B1	s
võistleja	B1	s
võistlema	B1	v
võistlus	A2	s
võit	A2	s
võitja	B1	s
võitlema	B1	v
võitlus	B1	s
võitma	A2	v
võlakiri	B2	s
võlg	B1	s
võlgnema	B2	v
võlgnevus	B2	s
võlgnik	B2	s
võlts	B2	adj,s
võltsima	B2	v
võltsing	B2	s
võltsitud	B2	adj
võlu	B1	s
võluma	B2	v
võlur	B1	s
võpatama	C1	v
võra	C1	s
võrdlema	A2	v
võrdlemisi	B2	adv
võrdlus	B1	s
võrdne	B1	adj
võrdselt	B1	adv
võrdsus	B2	s
võrdsustama	B2	v
võrduma	B2	v
võrdusmärk	B2	s
võrdõiguslikkus	B2	s
võrgustik	B2	s
võrk	B1	s
võrkpall	B1	s
võrra	B2	postp
võrrand	B2	s
võrratu	C1	adj
võrsuma	C1	v
võru	B2	s
võsa	B2	s
võte	B2	s
võti	B1	s
võtma	A1	v
võtmehoidja	B1	s
võõrandamine	B2	s
võõranduma	C1	v
võõras	A1	adj,s
võõrkeel	A2	s
võõrkeelne	A2	adj
võõrkeha	B2	s
võõrsil	B2	adv
võõrsõna	B1	s
võõrustama	B2	v
võõrutama	C1	v
vöö	B1	s
vöönd	C1	s
vürst	B2	s
vürts	B2	s
vürtsikas	B1	adj
wc	A1	
wc-hari	B1	s
wc-paber	A2	s
wc-pott	B1	s
äge	B2	adj
ägenema	B2	v
ähmane	B2	adj
ähvardama	B1	v
ähvardus	B2	s
äi	B1	s
äike	B1	s
äkiline	B2	adj
äkitselt	C1	adv
äkki	A2	adv
ämber	B1	s
ämblik	B1	s
ämm	B1	s
ämmaemand	B2	s
ängistus	C1	s
äpardus	C1	s
ära	A1	adv
ärakiri	C1	s
ärandama	C1	v
äratama	B1	v
äratuntav	B2	adj
äratus	B2	s
äratuskell	B1	s
ärev	B2	adj
ärevil	C1	adj,adv
ärevile	C1	adv
ärevus	B1	s
ärgitama	C1	v
äri	A2	s
äriline	B2	adj
ärimees	A2	s
ärkama	A2	v
ärkamisaeg	B2	s
ärkvel	C1	adv
ärkvele	C1	adv
ärritama	B2	v
ärrituma	B2	v
ärritus	B2	s
äsja	B2	adv
äsjane	B2	adj
äss	B2	s
äädikas	B1	s
äär	B1	s
äärde	B1	postp
ääres	B1	postp
äärest	B1	postp,adv
ääretult	B2	adv
ääristama	C1	v
äärmine	B2	adj
äärmiselt	B1	adv
äärmus	B2	s
äärmuslane	B2	s
äärmuslik	B2	adj
õde	A1	s
õdus	C1	adj
õel	B2	adj
õelus	C1	s
õemees	A2	s
õepoeg	A2	s
õetütar	A2	s
õhin	C1	s
õhk	A1	s
õhkama	C1	v
õhkkond	B2	s
õhkuma	C1	v
õhtu	A1	s
õhtune	B1	adj
õhtusöök	B1	s
õhtuti	B1	adv
õhujõud	B2	s
õhuke	B1	adj
õhuline	B2	adj
õhupall	B1	s
õhutama	B2	v
õhutemperatuur	B1	s
õhuvägi	B2	s
õiend	B2	s
õiendama	C1	v
õieti	B1	adv
õietolm	B2	s
õige	A1	adj,s
õigeaegne	B2	adj
õigeaegselt	B2	adv
õigekiri	B2	s
õigesti	B1	adv
õigeusk	B1	s
õiglane	B1	adj,s
õiglus	B2	s
õigsus	B2	s
õigupoolest	B2	adv
õigus	A2	s
õigusakt	B2	s
õigusjärgne	B2	adj
õiguskantsler	B2	s
õiguslik	B2	adj
õigustama	B2	v
õigustus	B2	s
õilis	C1	adj
õis	B2	s
õitsema	B1	v
õlg	A2	s
õli	A2	s
õlu	A1	s
õmbleja	A2	s
õmblema	B1	v
õmblusmasin	B1	s
õng	B2	s
õnn	A2	s
õnneks	B1	adv,postp
õnnelik	A2	adj,s
õnneseen	C1	s
õnnestuma	B1	v
õnnetu	A2	adj
õnnetus	A2	s
õnnis	C1	adj,s
õnnistama	C1	v
õnnistus	C1	s
õnnitlema	A1	v
õnnitlus	B1	s
õpe	B1	s
õpetaja	A1	s
õpetama	A1	v
õpetlane	C1	s
õpetlik	B2	adj
õpetus	B1	s
õpik	A1	s
õpilane	A1	s
õpinguaasta	B2	s
õpingud	B1	s
õpitu	B2	s
õppeaasta	B1	s
õppeaine	B1	s
õppejõud	B1	s
õppekava	B2	s
õppekeel	A2	s
õppelaen	B1	s
õppemaks	B1	s
õppetöö	B1	s
õppetükk	A2	s
õppevorm	B2	s
õppima	A1	v
õppimine	B1	s
õppur	B2	s
õppus	B1	s
õrn	B1	adj
õu	A1	s
õudne	B1	adj
õudselt	B2	adv
õudus	B2	s
õues	B1	adv
õukond	C1	s
õun	A1	s
õunamahl	A2	s
õunapuu	A2	s
õõnes	C1	adj
õõnestama	C1	v
öine	B1	adj
ökoloogiline	B2	adj
ökonoomne	B2	adj
öö	A1	s
ööbik	B2	s
ööbima	B1	v
öökapp	B1	s
ööklubi	B1	s
öökull	B1	s
öökülm	B2	s
ööpäev	A1	s
ööpäevaringselt	B2	adv
ööseks	B1	adv
öösel	A2	adv
öösiti	B1	adv
öösärk	A2	s
üdi	C1	s
üha	B2	adv
üheaegselt	B2	adv
ühekordne	B1	adj
ühekorraga	B2	adv
ühekorruseline	B1	adj
üheksa	A1	num,s
üheksakorruseline	B1	adj
üheksakümmend	A1	num
üheksakümnes	A2	num
üheksas	A1	num
üheksasada	A1	num
üheksateist	A1	num
üheksateistkümnes	A2	num
ühekülgne	B2	adj
ühend	B1	s
ühendama	B1	v
ühendus	A2	s
ühene	B2	adj
ühepoolne	B2	adj
ühepoolselt	B2	adv
ühes	B2	adv,postp,prep
üheselt	B2	adv
üheskoos	B2	adv,prep
ühesugune	A2	adj
ühesuunaline	B1	adj
ühesõnaga	B2	adv
üheteistkümnes	A2	num
ühetoaline	B1	adj
ühik	B2	s
ühine	B1	adj
ühinema	B1	v
ühing	B1	s
ühiselamu	A2	s
ühiselt	B2	adv
ühiskond	A2	s
ühiskondlik	B1	adj
ühiskondlikult	B2	adv
ühisprojekt	B2	s
ühissõiduk	B2	s
ühistransport	B1	s
ühistu	B2	s
ühisvara	B2	s
ühtaegu	C1	adv
ühte	B2	adv
ühtekokku	B2	adv
ühtekuuluvus	C1	s
ühtemoodi	B2	adv,adj
ühtima	C1	v
ühtlane	B1	adj
ühtlaselt	B2	adv
ühtlasi	B2	adv
ühtlustama	B2	v
ühtmoodi	B2	adj,adv
ühtne	B2	adj
ühtsus	B2	s
ühtviisi	C1	adv
ühtäkki	C1	adv
üks	A1	num,s
üksainus	B2	adj
ükshaaval	B2	adv
üksi	B1	adv
üksik	B1	adj,s
üksikasjalik	B2	adj
üksikasjalikult	B2	adv
üksildane	C1	adj
üksinda	B1	adv
üksindus	B2	s
üksjagu	C1	adv
ükski	B2	pron
ükskord	B1	adv
ükskõik	A2	adv
ükskõikne	B1	adj
ükskõiksus	B2	s
üksluine	C1	adj
üksmeelne	B2	adj
üksmeelselt	B2	adv
üksnes	B2	adv
ükssada	A1	num
üksteise	A2	pron
üksteist	A1	num
üksus	B2	s
ülal	B1	adv
ülalpeetav	B2	s
ülalpool	B1	adv,prep
ülalt	B2	adv
ülaltpoolt	B1	prep,adv
ülane	B2	s
ülbe	B2	adj
ülbus	B2	s
üldarv	B2	s
üldine	B1	adj,s
üldiselt	B1	adv
üldistama	B2	v
üldistus	B2	s
üldkasutatav	B2	adj
üldlevinud	B2	adj
üldpind	B2	s
üldse	A1	adv
üldsegi	B2	adv
üldsus	B2	s
üle	A1	adv,prep,postp
üle-eelmine	B1	adj
ülearu	B2	adv
ülearune	C1	adj
üleeile	A2	adv
ülehomme	B1	adv
üleilmne	B2	adj
ülejärgmine	B1	adj
ülejääk	B2	s
ülejäänu	B1	s
ülejäänud	B2	adj
ülekaal	B2	s
ülekaalukalt	B2	adv
ülekaalukas	B2	adj
ülekaaluline	B2	adj
ülekanne	B1	s
ülekohtune	C1	adj
ülekohus	B2	s
ülekoormus	B2	s
ülekäigurada	B1	s
üleliia	B2	adv
üleliigne	B2	adj
üleloomulik	B2	adj
ülem	B2	s,adj
ülemaailmne	B2	adj
ülemine	A2	adj
üleminek	B2	s
ülemus	B1	s
ülemäära	B2	adv
ülemäärane	B2	adj
ülendama	C1	v
üleni	B2	adv
üleolek	C1	s
üleolev	C1	adj
ülepäeviti	B2	adv
üles	A1	adv
ülesanne	A2	s
ülesehitus	B2	s
üleskutse	B2	s
ülespoole	B1	adv,prep
ülestunnistus	B2	s
ülestõus	B2	s
ülestõusmispühad	B1	s
ületama	B2	v
ületamatu	B2	adj
ületund	B2	s
üleujutus	B1	s
ülev	C1	adj
ülevaade	B1	s
ülevaatlik	B2	adj
ülevaatus	B1	s
üleval	B1	adv
ülevalpool	B1	adv,prep
ülevalt	B1	adv
üleöö	B2	adv
üleüldse	B2	adv
ülihea	B2	adj
ülikiire	B2	adj
ülikond	A2	s
ülikool	B1	s
ülimalt	B2	adv
ülioluline	B2	adj
ülistama	B2	v
ülisuur	B2	adj
üliõpilane	A2	s
üllas	C1	adj
üllatama	A2	v
üllatav	B2	adj
üllatavalt	B2	adv
üllatuma	B1	v
üllatunud	B1	adj
üllatus	B1	s
üllatuslik	B2	adj
üllatuslikult	B2	adv
üllitama	C1	v
üllitis	C1	s
ümar	B1	adj
ümber	A2	postp,prep,adv
ümbermõõt	B1	s
ümberringi	B2	adv
ümbersõit	B2	s
ümbert	B2	adv,postp,prep
ümberõpe	B2	s
ümbrik	B1	s
ümbris	B2	s
ümbritsema	B1	v
ümbrus	B1	s
ümbruskond	B2	s
ümmargune	B1	adj
üpris	B2	adv
ürgaeg	B2	s
ürgne	C1	adj
üritama	B2	v
üritus	B1	s
ürt	B2	s
üsna	B1	adv
ütlema	A1	v
ütlemata	B2	adv
ütlus	B2	s
üür	A2	s
üüratu	C1	adj
üürike	C1	adj
üürima	B1	v
üürnik	B1	s
šabloon	B2	s
šampinjon	B1	s
šampoon	A2	s
šanss	B2	s
šašlõkk	A2	s
šokeerima	B2	v
šokk	B1	s
šokolaad	A1	s
šõu	B2	s
žanr	B2	s
žest	B2	s
žilett	B1	s
žürii	B1	s
